time files tags
0.079761 26658 1085 
0.079173 27043 1086 
0.048069 27389 1088 
0.048863 31283 1096 
0.079645 31297 1097 
0.094456 31608 1099 
0.073458 32109 1101 
0.079862 33016 1105 
0.046315 34889 1109 
0.059958 35159 1110 
0.078418 35777 1113 
0.082216 36196 1116 
0.087211 37652 1118 
0.0746 38321 1120 
0.076212 40371 1126 
0.065183 41559 1128 
0.077419 42181 1130 
0.049337 43525 1134 
0.046169 45276 1138 
0.06681 45298 1139 
0.047383 46594 1140 
0.047314 46859 1141 
0.047227 47316 1143 
0.076372 48391 1147 
0.0443 48686 1150 
0.060027 51232 1153 
0.269226 52110 1158 
0.078395 52134 1159 
0.071984 53610 1163 
0.08305 54800 1168 
0.072298 55657 1169 
0.04803 56465 1173 
0.07772 57281 1176 
0.081559 58393 1181 
0.083997 59332 1183 
0.068814 60787 1187 
0.084421 62159 1191 
0.047776 62718 1194 
0.077335 63666 1195 
0.082044 64048 1196 
0.046283 64749 1199 
0.077067 67613 1205 
0.070811 67855 1206 
0.07883 68279 1208 
0.045202 69938 1216 
0.072646 72357 1223 
0.052903 74081 1228 
0.086995 74451 1230 
0.051828 75274 1233 
0.07786 75465 1234 
0.047255 75664 1235 
0.039982 77362 1239 
0.073443 77773 1242 
0.045518 78091 1244 
0.07943 78268 1246 
0.052569 80636 1252 
0.06942 83826 1260 
0.128714 86041 1263 
0.078617 87034 1264 
0.074973 87272 1265 
0.044069 87503 1267 
0.048306 87856 1269 
0.046495 88735 1271 
0.077855 88921 1273 
0.075656 89905 1279 
0.078873 90211 1280 
0.055967 90817 1282 
0.051087 91572 1285 
0.049043 91589 1286 
0.075726 91641 1287 
0.046105 92051 1289 
0.075108 92217 1290 
0.071465 92431 1291 
0.046489 93272 1295 
0.071734 93467 1296 
0.043701 95131 1299 
0.047726 95249 1300 
0.082091 97783 1306 
0.048757 98522 1308 
0.04812 99116 1309 
0.086569 99470 1311 
0.074152 2364 1006 
0.068737 2942 1007 
0.059436 3812 1011 
0.064442 4070 1013 
0.075835 4471 1015 
0.0453 4616 1016 
0.043976 5050 1018 
0.041996 6140 1021 
0.076379 6599 1022 
0.070278 9217 1031 
0.045313 9391 1032 
0.046475 10330 1035 
0.078585 12886 1040 
0.073033 13715 1042 
0.072494 18178 1056 
0.084536 18444 1057 
0.071338 18448 1058 
0.077205 20248 1062 
0.067823 20705 1066 
0.0808 21945 1069 
0.04616 23102 1071 
0.067319 23273 1072 
0.041991 23441 1073 
0.054957 25604 1076 
0.045701 26450 1079 
0.043984 27142 1081 
0.045845 27197 1082 
0.064532 28508 1086 
0.043511 29901 1089 
0.044685 29926 1090 
0.081259 30606 1094 
0.070576 30839 1095 
0.075425 30876 1096 
0.058591 32391 1098 
0.073721 33934 1102 
0.072462 36053 1109 
0.073766 36464 1110 
0.040399 37192 1112 
0.071233 37491 1114 
0.076012 37770 1115 
0.077112 38846 1120 
0.045479 41468 1125 
0.060971 44442 1130 
0.078893 45004 1134 
0.071444 45693 1136 
0.071541 46668 1138 
0.075849 49775 1145 
0.071921 49777 1146 
0.083316 50154 1148 
0.042279 50474 1151 
0.066772 51842 1155 
0.073031 58773 1170 
0.047996 59532 1173 
0.06861 60048 1177 
0.053364 61896 1181 
0.042723 62133 1182 
0.074462 62304 1183 
0.045476 63885 1187 
0.043698 65134 1191 
0.069837 66407 1194 
0.070763 67092 1196 
0.046213 69233 1200 
0.048111 70794 1204 
0.087711 71120 1205 
0.046208 71296 1206 
0.076708 71939 1208 
0.074858 72399 1209 
0.043847 73849 1211 
0.04292 74598 1212 
0.045428 78438 1222 
0.043291 79515 1227 
0.073462 79675 1230 
0.044977 81822 1235 
0.063633 82726 1236 
0.044699 82789 1237 
0.042943 82899 1239 
0.046983 84440 1243 
0.085303 85621 1248 
0.077124 86175 1250 
0.046812 89169 1255 
0.07452 90059 1259 
0.044507 90984 1262 
0.091171 91339 1263 
0.076758 91413 1264 
0.057797 93635 1274 
0.074156 93899 1275 
0.076798 95240 1279 
0.076384 96690 1286 
0.077545 99441 1300 
0.077688 199 1003 
0.067637 1230 1006 
0.074314 5387 1017 
0.068253 5783 1018 
0.070439 7119 1020 
0.060507 8066 1023 
0.074191 10482 1028 
0.073091 12562 1039 
0.070439 13413 1042 
0.072239 14676 1047 
0.074286 16600 1056 
0.067913 19011 1065 
0.066322 19048 1066 
0.068171 21912 1075 
0.068444 21923 1076 
0.077327 23200 1078 
0.081365 23379 1079 
0.05193 25608 1086 
0.066195 26038 1087 
0.072213 27916 1093 
0.044238 28102 1095 
0.045375 29199 1098 
0.059596 29485 1099 
0.071931 31869 1106 
0.070794 31870 1107 
0.074343 33054 1109 
0.054336 33777 1111 
0.05644 34745 1114 
0.051168 34840 1115 
0.052371 34844 1116 
0.066755 36867 1120 
0.04464 38339 1124 
0.063452 40474 1134 
0.043732 40726 1135 
0.066893 40813 1136 
0.044562 42250 1139 
0.058806 42317 1140 
0.078206 42634 1141 
0.073768 45664 1149 
0.081443 45897 1151 
0.070285 48545 1155 
0.047716 49282 1156 
0.040346 49904 1158 
0.067115 50184 1160 
0.073391 50828 1162 
0.122368 51593 1165 
0.074319 52090 1170 
0.073542 52433 1172 
0.072265 54280 1175 
0.045814 55055 1178 
0.044441 56105 1182 
0.069308 58736 1187 
0.073848 58831 1188 
0.079834 60162 1194 
0.07097 60775 1196 
0.090192 61193 1198 
0.043869 61344 1199 
0.046949 61457 1201 
0.081336 62282 1204 
0.044152 62899 1205 
0.07914 63841 1209 
0.06916 65981 1215 
0.047569 67497 1221 
0.074293 67690 1224 
0.075594 69274 1232 
0.077573 70625 1233 
0.046429 71680 1236 
0.076094 72821 1238 
0.044473 75190 1242 
0.073195 75686 1243 
0.072203 76457 1244 
0.12294 78388 1248 
0.043476 78793 1250 
0.044685 79274 1252 
0.049324 79600 1253 
0.072755 83569 1262 
0.078443 84520 1267 
0.080873 85304 1271 
0.113474 85497 1272 
0.073538 87061 1280 
0.084222 87579 1285 
0.061473 89617 1288 
0.071761 90197 1290 
0.045189 91614 1293 
0.073376 91628 1294 
0.076444 91812 1295 
0.052196 91916 1298 
0.086907 93283 1300 
0.075778 94087 1305 
0.07782 94700 1308 
0.079546 95318 1310 
0.055079 96058 1311 
0.068505 97958 1316 
0.044677 97969 1317 
0.082646 98530 1319 
0.045785 99222 1322 
0.076937 99299 1324 
0.07932 99439 1325 
0.076186 118 1002 
0.065536 844 1004 
0.075379 871 1005 
0.067733 2377 1011 
0.045705 3361 1013 
0.075583 4279 1014 
0.044904 4719 1016 
0.05889 5865 1018 
0.041278 7145 1023 
0.077044 8417 1028 
0.07626 9093 1031 
0.076686 10167 1032 
0.044983 10280 1033 
0.084338 10506 1034 
0.078419 10560 1035 
0.043453 11226 1037 
0.073622 12402 1039 
0.066859 14323 1043 
0.073938 16766 1054 
0.052224 17127 1055 
0.053497 17225 1056 
0.067923 17866 1060 
0.044129 19527 1063 
0.081557 21559 1067 
0.046045 21933 1072 
0.040686 22390 1073 
0.04084 23076 1075 
0.045332 23511 1078 
0.073293 23851 1081 
0.044372 26382 1085 
0.041388 27940 1090 
0.07308 28042 1091 
0.042505 30350 1101 
0.075144 30515 1102 
0.063532 31537 1104 
0.083801 33342 1108 
0.060667 36451 1116 
0.040868 36547 1117 
0.070473 36578 1118 
0.088886 36711 1119 
0.044493 40574 1129 
0.041223 41408 1133 
0.04681 41999 1135 
0.07767 42008 1136 
0.04708 43012 1142 
0.07916 43081 1143 
0.077247 44399 1147 
0.069741 47011 1155 
0.074437 48391 1158 
0.070591 48435 1159 
0.078321 48661 1160 
0.080603 50436 1167 
0.0779 51960 1171 
0.072106 52473 1172 
0.042233 53124 1174 
0.040793 53440 1175 
0.043357 54007 1177 
0.070406 55507 1179 
0.041528 57362 1182 
0.078203 57406 1183 
0.064121 57606 1184 
0.073529 58108 1185 
0.041907 58308 1186 
0.043348 58361 1187 
0.04703 60517 1191 
0.075939 62508 1195 
0.045764 62745 1196 
0.043988 63121 1197 
0.064121 63457 1201 
0.082228 63518 1202 
0.069211 64172 1204 
0.071284 64218 1205 
0.080615 64493 1206 
0.043849 64968 1207 
0.062357 64993 1208 
0.061757 65781 1209 
0.07373 66164 1212 
0.298807 68366 1219 
0.064971 70720 1225 
0.040098 71322 1227 
0.042491 72426 1229 
0.073088 73184 1232 
0.069871 73397 1233 
0.045518 75710 1237 
0.069756 76657 1241 
0.113762 78044 1245 
0.075422 80486 1249 
0.073566 80997 1250 
0.045519 81035 1251 
0.085349 81165 1253 
0.072464 81979 1256 
0.072361 82296 1257 
0.077274 83573 1260 
0.125892 84488 1265 
0.039931 86114 1267 
0.069877 87344 1269 
0.063232 91059 1274 
0.070208 91869 1275 
0.07045 92042 1276 
0.069543 92958 1279 
0.073225 93085 1281 
0.06048 93145 1282 
0.066641 93163 1283 
0.063868 93224 1285 
0.072197 94738 1286 
0.065568 95530 1290 
0.068239 95708 1291 
0.088798 95937 1294 
0.046206 97175 1298 
0.073223 97343 1299 
0.06895 3921 1014 
0.125312 4884 1017 
0.073766 5908 1019 
0.057142 8917 1024 
0.071092 10074 1025 
0.072073 11225 1028 
0.039958 11468 1029 
0.072994 11858 1030 
0.070639 14508 1036 
0.074531 14920 1039 
0.044345 15034 1040 
0.076962 16378 1044 
0.079233 16885 1046 
0.079307 17070 1047 
0.078553 18341 1052 
0.085009 19396 1056 
0.069219 20443 1060 
0.04505 21123 1063 
0.047987 21491 1065 
0.076246 22452 1068 
0.043226 22559 1070 
0.04337 24112 1077 
0.03994 24944 1078 
0.318266 27877 1088 
0.068152 29812 1093 
0.072704 30838 1097 
0.068091 31113 1098 
0.070444 32446 1104 
0.075401 32448 1105 
0.068402 32887 1108 
0.073884 34587 1113 
0.044498 39133 1123 
0.130043 39507 1124 
0.043186 40477 1126 
0.072759 41387 1130 
0.042911 41769 1131 
0.120809 44745 1141 
0.068111 47895 1150 
0.043487 47969 1151 
0.073326 49343 1152 
0.044735 49970 1155 
0.083012 49987 1156 
0.058773 50417 1158 
0.041983 50646 1159 
0.119819 50961 1162 
0.046584 52067 1166 
0.074272 52114 1167 
0.044276 52587 1169 
0.086628 53839 1174 
0.072425 54797 1178 
0.043218 56230 1182 
0.121293 56607 1183 
0.122329 56637 1184 
0.074218 57082 1186 
0.046752 57870 1190 
0.040882 58494 1192 
0.068055 60311 1195 
0.055409 63888 1203 
0.039192 64007 1205 
0.044164 66499 1211 
0.073295 66576 1212 
0.04317 68664 1217 
0.072166 72383 1224 
0.083684 73884 1227 
0.042107 74248 1230 
0.045651 75224 1232 
0.042509 75315 1233 
0.087838 75889 1235 
0.043766 77218 1238 
0.04248 78225 1241 
0.091915 79512 1247 
0.064246 82438 1254 
0.044779 83063 1256 
0.286388 83847 1259 
0.046856 83872 1260 
0.0501 84486 1263 
0.073407 86393 1269 
0.039866 87284 1274 
0.040003 89432 1280 
0.065337 91509 1287 
0.069417 93127 1292 
0.070579 94302 1297 
0.075663 95738 1301 
0.044324 95995 1303 
0.043512 97329 1305 
0.049027 97559 1306 
0.073618 98163 1307 
0.069059 1765 1021 
0.052819 2441 1032 
0.05633 2693 1039 
0.065183 2874 1043 
0.083043 3343 1051 
0.07632 3346 1052 
0.071847 3418 1054 
0.075062 6079 1094 
0.043139 6490 1101 
0.048095 7187 1112 
0.066194 9548 1152 
0.073441 9815 1156 
0.085045 10355 1167 
0.079107 11750 1181 
0.089801 11890 1185 
0.056197 13380 1211 
0.047972 13451 1212 
0.075652 13715 1217 
0.045004 15012 1234 
0.078699 15965 1243 
0.042499 16622 1257 
0.068376 18230 1287 
0.070289 18576 1295 
0.050431 18813 1301 
0.058833 19994 1317 
0.070369 21606 1342 
0.049191 21949 1348 
0.072109 22902 1360 
0.057095 23350 1365 
0.040824 23637 1371 
0.071426 25893 1403 
0.072136 25924 1406 
0.068912 25947 1407 
0.04396 26185 1414 
0.042123 26380 1415 
0.059749 27043 1423 
0.07838 28527 1443 
0.046651 736 1007 
0.051423 1636 1017 
0.044573 1507 1019 
0.043767 1524 1020 
0.044047 1798 1025 
0.076294 2249 1030 
0.074867 2500 1034 
0.079599 4128 1057 
0.03876 4166 1059 
0.092612 5121 1071 
0.070963 5927 1082 
0.073281 6194 1085 
0.072248 8776 1117 
0.049742 9611 1134 
0.077618 10099 1137 
0.07283 12197 1162 
0.076472 12415 1168 
0.070901 15259 1221 
0.05529 17530 1252 
0.06815 17939 1256 
0.075381 19341 1274 
0.044875 19840 1283 
0.045736 20139 1288 
0.068752 23035 1328 
0.04268 26418 1382 
0.082172 26559 1384 
0.079741 26703 1385 
0.130424 27042 1393 
0.066619 28142 1414 
0.040342 29114 1431 
0.067513 29762 1442 
0.085003 31137 1457 
0.053884 31163 1458 
0.071563 33450 1487 
0.07241 33763 1489 
0.077391 34251 1497 
0.069339 35249 1512 
0.044323 35416 1514 
0.060777 36165 1524 
0.04411 37240 1535 
0.080125 38542 1549 
0.043875 40252 1575 
0.074186 41255 1586 
0.073228 41320 1587 
0.054489 43542 1620 
0.067669 43553 1621 
0.041058 44193 1626 
0.069335 44337 1628 
0.06903 44391 1630 
0.079219 44533 1631 
0.066026 46306 1662 
0.080608 48740 1693 
0.079917 48745 1694 
0.068267 55072 1778 
0.065789 55235 1783 
0.047906 57448 1803 
0.043626 60048 1839 
0.072152 60666 1850 
0.074924 61280 1858 
0.073654 62549 1879 
0.070342 65208 1919 
0.074316 65336 1921 
0.065918 65695 1928 
0.042581 66450 1943 
0.046882 67145 1951 
0.069044 69114 1975 
0.0759 72682 2031 
0.043009 73085 2038 
0.126961 73130 2039 
0.065969 73462 2045 
0.062665 74224 2054 
0.084463 75223 2066 
0.076034 76201 2078 
0.047319 78412 2114 
0.054814 78858 2121 
0.042413 79436 2133 
0.072145 80017 2140 
0.043251 80533 2154 
0.05844 80687 2157 
0.041102 81166 2166 
0.044732 81533 2172 
0.07016 83238 2197 
0.066788 84688 2222 
0.076882 84907 2226 
0.071627 85265 2229 
0.044512 87092 2258 
0.071614 87590 2267 
0.06333 87732 2268 
0.050576 89556 2296 
0.067681 90273 2305 
0.060227 90321 2307 
0.075304 91386 2323 
0.045431 94421 2363 
0.072848 95986 2391 
0.071697 97669 2411 
0.073806 903 1014 
0.074362 1770 1033 
0.045544 2483 1044 
0.137783 3539 1055 
0.070664 3824 1058 
0.078038 4543 1068 
0.070587 6391 1096 
0.041317 6667 1101 
0.077151 8757 1129 
104.165 10296 1149 
0.04419 10484 1151 
0.069341 10698 1156 
0.044038 11554 1178 
0.057807 14375 1215 
0.131912 15064 1228 
0.077856 15786 1234 
0.074305 17799 1264 
0.045419 20723 1298 
0.043442 21649 1310 
0.0696 21737 1311 
0.074446 22657 1327 
0.059637 25980 1360 
0.07736 27195 1382 
0.082903 34246 1473 
0.07543 34771 1485 
0.043428 35539 1496 
0.074217 35887 1502 
0.076205 36074 1505 
0.040356 37712 1527 
0.073086 38301 1535 
0.07262 39174 1555 
0.071432 40274 1570 
0.075919 40500 1575 
0.082981 41906 1597 
0.047227 43807 1625 
0.079012 43822 1626 
0.076047 45224 1638 
0.070995 46081 1644 
0.123111 46324 1648 
0.07914 46427 1649 
0.05006 47204 1659 
0.054987 48051 1671 
0.077268 48280 1673 
0.080159 48321 1674 
0.069521 52792 1726 
0.086047 53346 1737 
0.076628 54649 1760 
0.077039 54663 1761 
0.078488 56684 1792 
0.055042 57081 1798 
0.10936 57519 1808 
0.067807 57700 1812 
0.073044 57750 1814 
0.043829 58234 1820 
0.072995 58749 1827 
0.045533 59744 1843 
0.073197 60293 1851 
0.074452 61190 1869 
0.076182 65097 1926 
0.046802 66649 1953 
0.071633 67033 1958 
0.12359 67342 1964 
0.050991 67565 1968 
0.049339 67688 1972 
0.075813 68101 1977 
0.082977 68358 1981 
0.047789 69405 2000 
0.048626 70674 2018 
0.075559 71098 2022 
0.071779 71278 2025 
0.078956 71896 2032 
0.058752 72639 2049 
0.08283 73924 2063 
0.085407 73989 2064 
0.048832 75271 2092 
0.045349 76306 2109 
0.076544 77177 2124 
0.049564 77938 2135 
0.072365 78818 2146 
0.081208 80494 2175 
0.067272 81525 2192 
0.075786 82175 2198 
0.069863 82542 2202 
0.071252 82632 2204 
0.066039 84754 2237 
0.073822 85079 2242 
0.068427 85099 2243 
0.08814 86290 2259 
0.072184 87969 2279 
0.075938 88432 2280 
0.074602 91126 2332 
0.047672 92949 2355 
0.043359 93758 2370 
0.073822 94043 2373 
0.043022 96387 2408 
0.075785 97515 2423 
0.047813 99032 2444 
0.048602 244 1026 
0.354698 594 1056 
0.076193 802 1085 
0.046741 1126 1112 
0.080029 6360 1657 
0.044046 7156 1729 
0.072828 7291 1740 
0.04712 9713 1981 
0.067057 9890 1999 
0.050483 11378 2172 
0.083916 14631 2496 
0.084658 15636 2572 
0.046464 16503 2674 
0.047283 16610 2682 
0.081625 17417 2766 
0.048629 17560 2775 
0.04577 18887 2923 
0.04408 19076 2938 
0.045074 21666 3198 
0.074488 22164 3242 
0.071834 22379 3269 
0.066684 22489 3281 
0.065669 23587 3382 
0.044729 24826 3515 
0.087398 25664 3601 
0.04695 25707 3606 
0.049806 25991 3631 
0.079658 26709 3699 
0.071061 27192 3748 
0.129407 27773 3806 
0.080446 29558 3962 
0.073983 29711 3978 
0.047735 29892 3997 
0.084609 30513 4056 
0.067599 30725 4078 
0.04551 30831 4093 
0.046949 30859 4099 
0.069701 33082 4315 
0.06975 33199 4325 
0.202592 33540 4353 
0.078301 33566 4360 
0.073284 34717 4472 
0.075845 34778 4478 
0.045609 35194 4519 
0.080513 35951 4611 
0.077654 36292 4644 
0.072573 36918 4714 
0.07365 37452 4768 
0.060374 37923 4821 
0.099971 39551 4991 
0.081715 39946 5034 
0.044561 40021 5043 
0.040484 41477 5201 
0.076322 42372 5286 
0.072993 42808 5321 
0.048308 43718 5409 
0.076073 44563 5489 
0.073366 44651 5497 
0.070714 45969 5634 
0.077063 46178 5649 
0.063878 46220 5655 
0.072533 46569 5695 
0.057558 46674 5707 
0.046347 47053 5740 
0.047075 47645 5793 
0.073805 48109 5839 
0.046712 48116 5840 
0.128773 48799 5899 
0.043874 48879 5912 
0.044324 49614 5985 
0.072163 49848 6007 
0.045022 50574 6076 
0.069846 50677 6090 
0.041592 50685 6093 
0.075979 51993 6210 
0.045881 52154 6231 
0.073378 52189 6239 
0.044939 52738 6290 
0.073034 53043 6319 
0.068573 53959 6436 
0.073282 54003 6444 
0.071454 57690 6801 
0.047278 57916 6825 
0.076001 58505 6887 
0.102006 59551 7009 
0.043461 60054 7056 
0.045411 60616 7111 
0.067602 61520 7211 
0.072551 64370 7488 
0.077593 64480 7499 
0.048208 66239 7695 
0.051873 68134 7895 
0.077366 70417 8127 
0.046932 72378 8366 
0.047693 72652 8394 
0.071073 72654 8396 
0.076737 74140 8546 
0.061801 74186 8548 
0.078391 75555 8683 
0.079807 75783 8707 
0.076233 77188 8846 
0.046811 79917 9137 
0.049241 80390 9184 
0.101397 81826 9318 
0.045048 83528 9482 
0.046898 83588 9485 
0.068481 84232 9543 
0.071715 85054 9626 
0.078628 86537 9768 
0.044445 86569 9776 
0.056661 87348 9844 
0.080014 87967 9913 
0.046036 88763 9996 
0.06934 89647 10081 
0.075186 89928 10101 
0.044366 91408 10255 
0.072861 92106 10326 
0.047294 92136 10330 
0.073821 92613 10372 
0.049944 95160 10626 
0.135543 97356 10845 
0.110991 98396 10934 
0.073209 99148 11016 
0.070336 1240 1008 
0.039477 1935 1010 
0.067973 2793 1012 
0.059281 3401 1015 
0.075941 3479 1016 
0.068147 5345 1029 
0.066472 5516 1032 
0.047769 8316 1041 
0.039063 10050 1053 
0.038325 10092 1054 
0.084721 10732 1057 
0.078241 11012 1059 
0.075669 11981 1064 
0.069344 12685 1068 
0.041598 12951 1071 
0.078321 15382 1081 
0.043987 16404 1087 
0.040401 16827 1089 
0.071513 17124 1093 
0.045437 19034 1111 
0.057045 19662 1114 
0.043553 22299 1128 
0.043444 22869 1134 
0.038494 24121 1147 
0.072947 26452 1166 
0.074338 26867 1169 
0.116551 27190 1171 
0.070982 29632 1182 
0.043306 30214 1187 
0.045642 30789 1193 
0.047388 32391 1200 
0.046163 33038 1204 
0.074531 34304 1210 
0.073957 35315 1211 
0.044598 36519 1224 
0.121341 38442 1237 
