time files tags answerfiles
0.002762 44674 1130 3
0.011546 45593 1133 24
0.003037 45743 1134 1
0.002778 49256 1143 1
0.002695 50507 1149 1
0.010196 51015 1151 31
0.002551 53714 1163 1
0.003775 55251 1167 1
0.01275 56890 1169 31
0.003155 58534 1174 1
0.002851 61937 1177 1
0.003134 63382 1181 1
0.004119 64616 1183 2
0.008704 67031 1189 16
0.0024 67105 1190 1
0.012816 67501 1192 24
0.002666 67979 1194 1
0.0026 68836 1196 1
0.006054 69813 1199 12
0.00408 71495 1206 1
0.013373 73384 1210 24
0.00738 73693 1212 24
0.00748 76267 1219 10
0.003176 77004 1221 1
0.002491 77172 1223 1
0.002871 77260 1224 1
0.004803 81138 1230 3
0.006256 83151 1237 9
0.009123 83506 1238 16
0.003337 84235 1241 1
0.002867 84564 1243 1
0.006865 84971 1245 10
0.007246 85060 1246 12
0.003435 85646 1247 1
0.003102 87499 1252 1
0.007451 88323 1254 10
0.006447 88388 1255 10
0.007118 89382 1257 9
0.005289 90176 1262 2
0.01125 90948 1265 24
0.011328 91236 1266 31
0.009818 92815 1270 18
0.00189 92919 1271 1
0.002856 93349 1272 1
0.009996 93646 1274 18
0.004191 93915 1275 2
0.005257 96949 1284 4
0.003741 98255 1288 1
0.003211 98486 1289 1
0.00218 98989 1290 1
0.003699 99283 1292 1
0.001969 291 1002 2
0.001873 653 1004 1
0.002863 2545 1011 1
0.002981 3715 1013 1
0.002963 4323 1016 2
0.003087 4629 1017 1
0.002294 6514 1021 1
0.009424 7645 1025 14
0.006018 8120 1028 14
0.007278 9763 1030 14
0.001934 10424 1032 1
0.007442 11867 1037 14
0.005947 12639 1040 14
0.006793 12912 1042 14
0.00866 13702 1043 14
0.009591 17260 1053 14
0.006037 17783 1054 14
0.008827 18299 1057 14
0.002941 18762 1058 1
0.002524 18891 1059 1
0.001863 21813 1068 1
0.006346 22071 1069 14
0.008577 23351 1075 14
0.003282 26496 1083 1
0.002833 27043 1086 1
0.005808 27389 1088 14
0.008724 31283 1096 14
0.003234 31297 1097 1
0.008298 31608 1099 14
0.002922 32109 1101 1
0.003475 34889 1109 3
0.004887 35777 1113 3
0.002879 36196 1116 1
0.00275 37652 1118 1
0.003422 38321 1120 2
0.004716 40371 1126 3
0.003663 41559 1128 2
0.002589 42181 1130 1
0.004582 43525 1134 5
0.002423 45276 1138 1
0.004702 45298 1139 5
0.003401 46594 1140 3
0.003935 46859 1141 5
0.002542 48391 1147 1
0.003723 48686 1150 4
0.002372 51232 1153 1
0.004422 52110 1158 6
0.00547 52134 1159 2
0.00292 53610 1163 1
0.004905 54800 1168 3
0.005491 55657 1169 5
0.002527 56465 1173 1
0.005373 57281 1176 5
0.003539 58393 1181 1
0.004324 62718 1194 5
0.006801 64048 1196 8
0.002016 64749 1199 1
0.004813 67613 1205 2
0.003373 67855 1206 1
0.003202 68279 1208 1
0.004923 69938 1216 8
0.002669 72357 1223 1
0.006028 74081 1228 14
0.004576 74451 1230 3
0.002742 75465 1234 1
0.002746 75664 1235 2
0.003185 77362 1239 3
0.009061 77773 1242 14
0.002074 78091 1244 1
0.005092 78268 1246 6
0.003039 80636 1252 2
0.003167 83826 1260 1
0.005326 86041 1263 6
0.007627 87034 1264 8
0.003114 87272 1265 1
0.002574 87503 1267 1
0.003835 87856 1269 3
0.006002 88735 1271 14
0.005148 88921 1273 6
0.002802 89905 1279 1
0.00763 90211 1280 8
0.008318 91572 1285 14
0.004524 91641 1287 1
0.002223 92051 1289 1
0.003247 92431 1291 1
0.003562 93467 1296 1
0.009058 95131 1299 14
0.002941 95249 1300 1
0.004202 97783 1306 1
0.009521 98522 1308 20
0.004768 99116 1309 8
0.008288 99470 1311 15
0.001919 3812 1011 1
0.005439 4070 1013 9
0.007289 4471 1015 9
0.001891 4616 1016 1
0.002498 5050 1018 2
0.001698 6140 1021 1
0.002348 6599 1022 1
0.002583 9217 1031 1
0.003037 9391 1032 2
0.004407 12886 1040 2
0.003232 13715 1042 1
0.002791 18178 1056 1
0.003171 18444 1057 1
0.004309 20248 1062 2
0.003327 21945 1069 1
0.002504 23102 1071 2
0.002902 23273 1072 1
0.002009 23441 1073 1
0.009206 25604 1076 16
0.007142 27142 1081 16
0.002199 27197 1082 1
0.00229 28508 1086 1
0.002233 29901 1089 1
0.003093 29926 1090 3
0.004021 30606 1094 2
0.003572 30839 1095 1
0.00309 30876 1096 1
0.003115 32391 1098 1
0.003969 33934 1102 2
0.00407 36053 1109 2
0.009471 36464 1110 16
0.003321 37192 1112 3
0.004383 37491 1114 2
0.003265 41468 1125 3
0.003553 45004 1134 2
0.002954 45693 1136 1
0.006607 46668 1138 9
0.006341 49775 1145 8
0.004302 49777 1146 2
0.002114 50474 1151 1
0.00965 51842 1155 19
0.003144 58773 1170 1
0.004895 60048 1177 4
0.002662 61896 1181 1
0.005804 62133 1182 9
0.003869 62304 1183 2
0.002769 63885 1187 2
0.0097 66407 1194 19
0.004483 67092 1196 2
0.002294 70794 1204 1
0.005786 71120 1205 5
0.002686 71296 1206 1
0.004402 71939 1208 2
0.006988 72399 1209 9
0.002208 73849 1211 1
0.007954 74598 1212 19
0.001877 78438 1222 1
0.002693 79515 1227 2
0.006939 79675 1230 9
0.002118 81822 1235 1
0.003558 82789 1237 3
0.004185 82899 1239 5
0.004103 84440 1243 5
0.010525 85621 1248 20
0.002166 89169 1255 1
0.008476 90984 1262 16
0.004036 93635 1274 4
0.003197 93899 1275 1
0.007189 95240 1279 9
0.003557 96690 1286 1
0.003801 99441 1300 1
0.002098 199 1003 1
0.003163 1230 1006 2
0.00266 5387 1017 1
0.002918 5783 1018 1
0.004099 7119 1020 3
0.004926 8066 1023 3
0.002995 10482 1028 1
0.004143 13413 1042 2
0.003306 14676 1047 1
0.002157 16600 1056 1
0.003012 19011 1065 1
0.002459 21923 1076 1
0.002392 23200 1078 1
0.00331 23379 1079 1
0.003381 25608 1086 3
0.002585 26038 1087 1
0.005078 27916 1093 2
0.003167 28102 1095 3
0.00231 29199 1098 1
0.005129 31869 1106 3
0.003453 31870 1107 1
0.002839 33054 1109 1
0.001945 33777 1111 1
0.002294 34840 1115 1
0.002942 34844 1116 2
0.005506 36867 1120 6
0.002456 38339 1124 1
0.002863 40474 1134 1
0.004328 40726 1135 2
0.0027 42250 1139 2
0.002247 42317 1140 1
0.003631 42634 1141 1
0.004718 45664 1149 2
0.003607 45897 1151 1
0.002549 49282 1156 1
0.005327 50184 1160 6
0.005564 50828 1162 5
0.003787 51593 1165 1
0.002949 52090 1170 1
0.004938 52433 1172 4
0.002291 54280 1175 1
0.00595 58736 1187 5
0.002747 60162 1194 1
0.003305 60775 1196 2
0.002988 61344 1199 2
0.001805 61457 1201 1
0.003218 62282 1204 1
0.003746 63841 1209 1
0.003732 65981 1215 2
0.002871 67497 1221 2
0.003693 67690 1224 1
0.004761 69274 1232 2
0.00305 70625 1233 1
0.002785 71680 1236 2
0.004725 72821 1238 2
0.002032 75190 1242 1
0.004356 75686 1243 2
0.004121 78388 1248 3
0.002758 78793 1250 2
0.003124 79274 1252 3
0.00203 79600 1253 1
0.004048 83569 1262 2
0.002627 85497 1272 1
0.003124 87061 1280 1
0.006859 89617 1288 4
0.006865 90197 1290 6
0.002786 91614 1293 2
0.004324 91628 1294 1
0.005355 91812 1295 2
0.001978 91916 1298 1
0.004537 93283 1300 3
0.0027 94087 1305 1
0.007554 94700 1308 4
0.004581 95318 1310 1
0.002371 96058 1311 2
0.004065 97958 1316 2
0.002718 97969 1317 1
0.003768 98530 1319 2
0.005619 99299 1324 2
0.002555 118 1002 1
0.002721 844 1004 1
0.002617 871 1005 1
0.002482 2377 1011 1
0.002664 3361 1013 2
0.002401 4719 1016 1
0.006211 8417 1028 6
0.004384 9093 1031 4
0.003855 10167 1032 2
0.002566 10560 1035 1
0.003106 11226 1037 2
0.004373 12402 1039 2
0.002115 14323 1043 1
0.004567 16766 1054 6
0.002144 17225 1056 1
0.002897 17866 1060 1
0.002336 19527 1063 1
0.004422 21559 1067 3
0.004215 23076 1075 8
0.004199 23851 1081 1
0.002556 26382 1085 1
0.002813 27940 1090 2
0.002993 28042 1091 1
0.00236 30350 1101 1
0.00318 30515 1102 1
0.004614 31537 1104 3
0.003225 33342 1108 1
0.005398 36451 1116 4
0.003374 36547 1117 2
0.003964 36711 1119 1
0.005147 40574 1129 6
0.006887 41408 1133 13
0.002942 41999 1135 2
0.003114 43012 1142 2
0.00445 43081 1143 2
0.003881 44399 1147 2
0.003315 47011 1155 1
0.004676 48391 1158 2
0.003739 48435 1159 2
0.006732 48661 1160 7
0.003426 50436 1167 1
0.004384 51960 1171 2
0.004561 52473 1172 2
0.003794 53124 1174 4
0.003166 53440 1175 3
0.002662 54007 1177 1
0.003567 55507 1179 1
0.002635 57362 1182 2
0.005613 57406 1183 2
0.004552 57606 1184 2
0.004593 58108 1185 2
0.003601 58361 1187 2
0.003212 60517 1191 1
0.005029 62508 1195 3
0.002969 62745 1196 1
0.00244 63121 1197 1
0.004072 63457 1201 2
0.004858 63518 1202 3
0.003368 64172 1204 2
0.004744 64993 1208 2
0.003561 66164 1212 1
0.006866 68366 1219 9
0.004032 70720 1225 3
0.003203 71322 1227 2
0.002142 72426 1229 1
0.004448 73397 1233 2
0.001942 75710 1237 1
0.005618 76657 1241 2
0.004127 78044 1245 1
0.004135 80486 1249 2
0.005264 81035 1251 8
0.004288 81979 1256 2
0.003586 82296 1257 1
0.003112 84488 1265 1
0.006514 87344 1269 5
0.004037 91059 1274 2
0.004513 91869 1275 3
0.004336 92042 1276 2
0.002691 92958 1279 1
0.003264 93085 1281 1
0.004154 93145 1282 2
0.002704 93163 1283 1
0.00299 93224 1285 1
0.00297 94738 1286 1
0.003202 95708 1291 1
0.002849 95937 1294 1
0.002066 97175 1298 1
0.005051 97343 1299 1
0.004387 3921 1014 3
0.002601 5908 1019 1
0.002963 8917 1024 2
0.004475 10074 1025 2
0.004333 11225 1028 2
0.003435 14508 1036 1
0.00236 14920 1039 1
0.004884 15034 1040 3
0.006851 16378 1044 8
0.003387 16885 1046 1
0.002909 17070 1047 1
0.004305 19396 1056 1
0.003812 20443 1060 1
0.00208 21123 1063 1
0.003086 22559 1070 3
0.002394 24112 1077 1
0.004235 29812 1093 2
0.004846 30838 1097 4
0.005472 32446 1104 4
0.004016 32448 1105 2
0.004838 32887 1108 3
0.004667 34587 1113 3
0.003242 39133 1123 3
0.00332 39507 1124 1
0.002977 40477 1126 2
0.004619 41387 1130 3
0.002065 41769 1131 1
0.002969 44745 1141 1
0.003734 47895 1150 2
0.002259 47969 1151 1
0.003042 49343 1152 1
0.002648 49970 1155 1
0.004839 49987 1156 3
0.002064 50417 1158 1
0.00219 50646 1159 1
0.003638 50961 1162 1
0.002416 52067 1166 1
0.005607 52114 1167 5
0.002312 52587 1169 1
0.004383 54797 1178 3
0.002594 56230 1182 1
0.004226 56607 1183 1
0.004737 56637 1184 2
0.00447 57082 1186 2
0.002297 57870 1190 1
0.002716 58494 1192 1
0.00351 60311 1195 1
0.001927 64007 1205 1
0.003441 66499 1211 2
0.00572 66576 1212 3
0.005184 68664 1217 10
0.003702 72383 1224 1
0.003335 73884 1227 1
0.003082 74248 1230 2
0.002641 75224 1232 1
0.003145 75315 1233 2
0.004705 75889 1235 2
0.002335 77218 1238 1
0.002703 78225 1241 1
0.003958 79512 1247 2
0.002788 83063 1256 2
0.002244 83847 1259 1
0.002321 83872 1260 1
0.005624 84486 1263 7
0.005476 86393 1269 4
0.002602 87284 1274 1
0.002245 89432 1280 1
0.003278 91509 1287 1
0.006045 93127 1292 4
0.003254 94302 1297 1
0.002481 95738 1301 1
0.002012 95995 1303 1
0.003985 97329 1305 3
0.004049 98163 1307 2
0.001682 1765 1021 1
0.005692 2441 1032 6
0.002517 2693 1039 1
0.002902 2874 1043 1
0.003399 3343 1051 2
0.003528 3346 1052 1
0.002602 3418 1054 1
0.002565 6079 1094 1
0.001731 6490 1101 1
0.002033 7187 1112 1
0.003174 9548 1152 1
0.00317 9815 1156 1
0.002603 10355 1167 1
0.003398 11750 1181 1
0.002265 13380 1211 1
0.003576 13715 1217 1
0.003417 15012 1234 1
0.003479 15965 1243 1
0.00242 16622 1257 1
0.003017 18230 1287 1
0.002817 18576 1295 1
0.002761 18813 1301 1
0.003972 19994 1317 2
0.003261 21606 1342 1
0.002191 21949 1348 1
0.002884 22902 1360 1
0.002423 23350 1365 1
0.002281 23637 1371 1
0.003525 25893 1403 1
0.003343 25924 1406 1
0.003661 25947 1407 1
0.001962 26185 1414 1
0.002402 26380 1415 1
0.00194 27043 1423 1
0.004041 28527 1443 1
0.002314 1636 1017 1
0.001751 1507 1019 1
0.00253 1524 1020 2
0.002701 1798 1025 2
0.002063 2249 1030 1
0.002552 2500 1034 1
0.002471 4128 1057 1
0.001637 4166 1059 1
0.004147 5121 1071 1
0.003141 5927 1082 1
0.009334 8776 1117 19
0.002764 9611 1134 1
0.002785 10099 1137 1
0.00302 12197 1162 1
0.002857 12415 1168 1
0.002622 15259 1221 1
0.014303 17530 1252 38
0.003387 17939 1256 1
0.018574 19341 1274 43
0.002046 19840 1283 1
0.002412 20139 1288 1
0.018115 23035 1328 49
0.00237 26418 1382 1
0.003108 26559 1384 1
0.003142 27042 1393 1
0.002551 29114 1431 1
0.026495 29762 1442 65
0.00417 31137 1457 2
0.001862 31163 1458 1
0.003926 33450 1487 1
0.002481 33763 1489 1
0.003076 34251 1497 1
0.016753 35249 1512 57
0.002497 36165 1524 1
0.001787 37240 1535 1
0.004538 38542 1549 1
0.036535 41255 1586 93
0.002983 41320 1587 1
0.002921 43553 1621 1
0.002751 44193 1626 2
0.002883 44337 1628 1
0.00301 44391 1630 1
0.003356 44533 1631 2
0.002611 46306 1662 1
0.004001 48740 1693 2
0.002882 48745 1694 1
0.035142 55072 1778 116
0.038176 55235 1783 124
0.002397 57448 1803 1
0.042187 60048 1839 130
0.002942 61280 1858 1
0.003051 62549 1879 1
0.002794 65208 1919 1
0.00284 65336 1921 1
0.003449 65695 1928 1
0.001942 66450 1943 1
0.001826 67145 1951 1
0.002965 69114 1975 1
0.072057 72682 2031 161
0.002535 73085 2038 1
0.003601 73130 2039 2
0.002806 73462 2045 1
0.003005 75223 2066 1
0.002236 78412 2114 2
0.002213 78858 2121 1
0.002255 79436 2133 1
0.00298 80017 2140 1
0.00242 80533 2154 1
0.002222 80687 2157 1
0.048068 81166 2166 162
0.003159 81533 2172 2
0.003607 83238 2197 2
0.002644 84907 2226 1
0.003196 85265 2229 1
0.002135 87092 2258 1
0.057597 87590 2267 182
0.002488 87732 2268 1
0.002039 89556 2296 1
0.003003 90273 2305 1
0.002985 90321 2307 1
0.002521 94421 2363 1
0.002608 95986 2391 1
0.002823 97669 2411 1
0.002891 1770 1033 1
0.003787 2483 1044 6
0.002687 3539 1055 1
0.006568 3824 1058 9
0.00742 4543 1068 12
0.002661 6391 1096 1
0.006049 6667 1101 14
0.008913 8757 1129 16
0.010925 10296 1149 16
0.01019 10484 1151 18
0.010669 10698 1156 22
0.001961 11554 1178 1
0.008548 14375 1215 25
0.002906 15064 1228 1
0.003389 15786 1234 1
0.002672 17799 1264 1
0.002096 21649 1310 1
0.018098 21737 1311 43
0.014015 25980 1360 37
0.022598 27195 1382 49
0.021134 35539 1496 61
0.002874 35887 1502 1
0.018248 37712 1527 62
0.003432 38301 1535 1
0.003363 39174 1555 1
0.003513 40500 1575 1
0.003099 41906 1597 1
0.021988 43807 1625 74
0.036388 43822 1626 78
0.003944 45224 1638 1
0.026306 46081 1644 77
0.002817 46324 1648 1
0.028831 46427 1649 81
0.033207 47204 1659 83
0.002034 48051 1671 1
0.002998 48280 1673 1
0.035933 48321 1674 90
0.003274 52792 1726 1
0.03144 53346 1737 96
0.003378 54649 1760 1
0.038034 54663 1761 99
0.0336 56684 1792 105
0.002192 57081 1798 1
0.039288 57519 1808 120
0.040909 57700 1812 123
0.003875 57750 1814 1
0.002498 58234 1820 2
0.003113 58749 1827 1
0.002695 59744 1843 1
0.003262 60293 1851 1
0.002922 61190 1869 1
0.002764 65097 1926 1
0.002382 66649 1953 1
0.003129 67565 1968 1
0.00236 67688 1972 1
0.003735 68101 1977 1
0.003222 68358 1981 1
0.038945 69405 2000 155
0.003085 70674 2018 1
0.002967 71098 2022 1
0.002987 71278 2025 1
0.00324 71896 2032 1
0.002002 72639 2049 1
0.004443 73924 2063 1
0.004227 73989 2064 2
0.002103 75271 2092 1
0.002617 76306 2109 1
0.002958 77177 2124 1
0.051779 78818 2146 176
0.051332 80494 2175 175
0.003256 81525 2192 1
0.00426 82175 2198 3
0.002956 82542 2202 1
0.066555 84754 2237 186
0.003498 85079 2242 1
0.003272 85099 2243 1
0.003436 86290 2259 1
0.077825 88432 2280 192
0.003661 91126 2332 1
0.00252 92949 2355 1
0.002268 93758 2370 1
0.00365 94043 2373 1
0.060747 96387 2408 212
0.003205 97515 2423 1
0.002194 99032 2444 1
0.002603 244 1026 1
0.002601 1126 1112 1
0.005124 7156 1729 9
0.004671 7291 1740 2
0.006048 9713 1981 10
0.003789 9890 1999 2
0.003551 14631 2496 1
0.002262 16503 2674 1
0.008349 16610 2682 25
0.002749 17417 2766 1
0.002134 17560 2775 1
0.002057 18887 2923 1
0.012126 19076 2938 37
0.014826 21666 3198 43
0.002904 22164 3242 1
0.002542 22379 3269 1
0.002964 22489 3281 1
0.0202 23587 3382 53
0.002298 24826 3515 1
0.027244 25664 3601 56
0.002422 25707 3606 1
0.017624 25991 3631 60
0.003942 26709 3699 1
0.003198 27192 3748 1
0.025755 27773 3806 62
0.023008 29558 3962 65
0.003275 29711 3978 1
0.003554 29892 3997 2
0.003291 30513 4056 1
0.00308 30725 4078 1
0.00237 30831 4093 1
0.002545 30859 4099 1
0.02769 33082 4315 69
0.025349 33199 4325 71
0.030176 33540 4353 72
0.030711 33566 4360 72
0.002856 34717 4472 1
0.00593 34778 4478 6
0.002086 35194 4519 1
0.030621 35951 4611 81
0.003227 36292 4644 1
0.002783 36918 4714 1
0.003542 37452 4768 2
0.031779 39551 4991 87
0.003361 39946 5034 1
0.002132 40021 5043 1
0.031856 42372 5286 93
0.038226 42808 5321 97
0.003235 43718 5409 2
0.038131 44563 5489 101
0.002779 44651 5497 1
0.00312 45969 5634 1
0.004179 46178 5649 2
0.002048 46220 5655 1
0.026637 46569 5695 105
0.002066 47053 5740 1
0.002156 47645 5793 1
0.030626 48109 5839 107
0.001847 48116 5840 1
0.002515 48879 5912 1
0.001941 49614 5985 1
0.003239 49848 6007 1
0.002973 50574 6076 1
0.003868 50677 6090 1
0.001957 50685 6093 1
0.061687 51993 6210 116
0.00387 52154 6231 3
0.031118 52738 6290 118
0.002831 53043 6319 1
0.046142 53959 6436 121
0.002489 54003 6444 1
0.047077 57690 6801 124
0.002189 57916 6825 1
0.038234 58505 6887 126
0.003291 59551 7009 1
0.043492 64370 7488 130
0.003484 64480 7499 1
0.002539 68134 7895 1
0.050454 70417 8127 147
0.049289 72378 8366 152
0.043454 72652 8394 152
0.00405 72654 8396 2
0.003555 75555 8683 1
0.00816 77188 8846 1
0.058873 79917 9137 177
0.002265 80390 9184 1
0.051368 81826 9318 163
0.054618 83528 9482 186
0.00261 83588 9485 1
0.003206 84232 9543 1
0.002819 85054 9626 1
0.002937 86537 9768 1
0.061386 86569 9776 192
0.002965 87967 9913 1
0.002109 88763 9996 1
0.003477 89647 10081 2
0.029154 89928 10101 92
0.002398 91408 10255 1
0.058612 92136 10330 205
0.003014 92613 10372 1
0.002922 95160 10626 1
0.003506 97356 10845 1
0.063965 98396 10934 209
0.003935 99148 11016 2
0.00226 1935 1010 2
0.002114 2793 1012 1
0.005484 3401 1015 8
0.003026 3479 1016 1
0.002011 5345 1029 1
0.00694 5516 1032 11
0.00545 8316 1041 15
0.006203 10050 1053 16
0.003157 10732 1057 1
0.010368 11012 1059 22
0.010165 11981 1064 22
0.010948 12685 1068 24
0.002431 15382 1081 1
0.009704 16404 1087 27
0.010151 16827 1089 26
0.002926 17124 1093 1
0.003177 19034 1111 2
0.002149 19662 1114 1
0.002302 22869 1134 1
0.002129 24121 1147 1
0.015197 26452 1166 44
0.003644 26867 1169 1
0.021257 27190 1171 44
0.001809 30214 1187 1
0.002142 30789 1193 1
0.01631 32391 1200 52
0.017341 33038 1204 54
0.022424 34304 1210 57
0.022525 35315 1211 61
0.001487 36519 1224 1
0.023146 38442 1237 69
0.021379 38659 1239 70
0.003614 41801 1255 2
0.002394 44216 1273 1
0.002363 44866 1278 1
0.002343 46792 1291 1
0.003116 47330 1294 1
0.027261 47782 1298 98
0.033551 49025 1308 91
0.014797 49487 1311 47
0.00333 50299 1319 1
0.002965 51972 1329 1
0.002748 52863 1339 1
0.001944 53368 1342 1
0.002908 54009 1349 1
0.002207 54310 1350 1
0.001931 55237 1355 1
0.003016 55827 1357 1
0.002374 58308 1368 1
0.002053 59771 1377 1
0.002445 61302 1384 1
0.002715 62136 1387 2
0.044024 62573 1390 130
0.039794 63697 1395 131
0.04437 63869 1398 130
0.002477 63873 1399 1
0.002732 64450 1405 1
0.003399 65068 1407 2
0.002802 65263 1408 2
0.048711 68071 1423 144
0.002737 68490 1428 2
0.002291 69624 1435 1
0.002042 4149 523 1
0.002926 5130 529 2
0.003813 6179 531 1
0.003163 7457 540 1
0.005088 10310 563 9
0.002644 12351 574 1
0.002914 13223 581 1
0.008482 15693 593 23
0.009992 16846 602 24
0.00326 19654 619 1
0.002584 21902 627 2
0.009894 21977 628 27
0.013148 22985 635 32
0.004047 23290 636 2
0.002195 25087 645 1
0.015251 25802 650 36
0.001548 25879 652 1
0.013615 25911 653 40
0.013172 27206 661 40
0.00252 28965 671 1
0.013529 29883 675 48
0.024447 30939 690 55
0.021239 32622 704 55
0.023471 35385 718 59
0.003115 37376 735 1
0.017957 37739 738 59
0.02488 39184 742 66
0.021072 39596 745 64
0.003407 40630 750 1
0.02044 40712 751 73
0.003645 40751 753 2
0.003076 41153 757 1
0.004945 41179 758 16
0.003197 42449 766 1
0.00227 42507 767 1
0.002879 44862 781 1
0.027079 45925 787 99
0.002032 47268 798 1
0.030987 49080 806 100
0.031756 51661 811 99
0.02915 52158 813 103
0.002098 52161 814 1
0.038932 52828 822 111
0.027597 53171 825 74
0.003113 54349 832 1
0.033806 54458 833 115
0.032541 56599 850 117
0.002631 56929 852 1
0.003519 57273 855 1
0.04471 60447 872 119
0.041948 60982 874 124
0.026614 62421 880 115
0.002129 66120 900 1
0.0024 72209 934 1
0.042146 72877 938 142
0.040701 73813 947 144
0.002226 74204 951 1
0.040497 74632 954 146
0.053523 75193 957 149
0.00195 75961 961 1
0.035765 78875 977 154
0.041358 78961 979 158
0.047726 79448 981 157
0.067542 80871 989 164
0.044339 82167 1000 160
